content,username,Sentiment
"A: Aku rasa BP tu biasa je boring sbb banyak story sejarah dia. Takde a best mana.
B: Tulah kau tak follow film Marvel, best wey film tu lain kali kau kena faham kan lebih. *sambil C angguk sekali*
A: So skrg aku kena angguk faham ke atau tukar komen jd suka sebab org lain suka.",idhmsays,positive
@ernislavia Tulah .tp film ni yang bagusnya RAM sendiri buat skrip ..tu rase mcm lebih terjamin juga jln ceritanya lebih menjadi,cikmonologsss,positive
Kalau lagi suntuk... Aku lebih suka nonton film ini di lepy... Tertawa tulah seketika... — menonton My Stupid Boss-BossMan,EkoDwiSusanto,positive
@Jazzanuddin aku suka camera kt page film federation. Tulah kamera ini yakin klu merasa kt tangan.,SAASFIisME,positive
"Asli lah gue kena tulah walking dead.. gue biasanya paling anti sama film horor, eh sekarang malah adiktif -,-",agunghanderson,positive
Walaupun ngeri sih balapan nyo tapi tetep bagus tulah film nyo. Seruuuuuu!!!🚘 #ketinggalanjaman ★ Death Race — https://t.co/eQPPRLsOsZ,septikurniaa,positive
"@novatriana_p @mutiara_cr iya dek, tulah sampai film horor pun sedih sm kakak😂",mutiaramcr,positive
"@missfarra9009 @Cassiebabyz suka horror film tapi tulah, penakut ya rabbi 😂",missfara,positive
"@razziefghazali Haha tulah saya sih malah tak suka tengok sinetron tu bnyak tipu , saya suka jg tengok film mlysia sbb lucu sangat hehe",niezela_,positive
"Bukan mudah bikin naskah film tu :( . brhrap jadi ny bagus, tinggal trgantung orang-orang ny tulah lagi :(",HellenputriMzi,positive
"aku berenti! kau dk usah ikut campur, kasihan di kau tulah agek :) lebik baiks menonton s... — ntn bknnyo film wkwk http://t.co/U99td9GAx5",auliarhmdinii,positive
"Film horror banyak anu-nyo , makonyo lasuah :D  RT @putrarofi69: Has_Tanjung haha tulah nonton tarui film horor:D",Has_Tanjung,positive
Film tulah ibu gila harta di transtv membuat image orang minang jelek buruk dimata orang yg menontonnya,Andrakurniaak,negative
"TransTV film bagus tuh, tulah ibu gila harta, naudzubilah ya",FirzaValaza,positive
@Vera_VNA nah tulah lebeh bagus dri film anabellekan :v,denykisworo,positive
"Lake tamah bang @HamidAbdoel  ""@almubarak: Hujan di Banda Aceh sprti film Umpang Breuh, bersambung-sambung.  Tulah kalau 'amal' kurang""",maarifsyahed,negative
"Hujan di Banda Aceh sprti film Umpang Breuh, bersambung-sambung. Alamat tak bisa jalan2 nih. Padahal dah siap2. Tulah kalau 'amal' kurang",almubarak,negative
"@sistysa @tiiefhaa  ifee kn keseringan nnton film korea, tulah makanya sukak drama gtu . ifee gtu orangnya sot :D",K_niisa,positive
"tulah kemriiin gamau ikut sama kita kita siih-_- RT @SM_Dzakiy: Percuma film lagi bagus2 di bioskop, Per-cu-ma. Oh gaesss",yoniromika,positive
"Aaaaa aku jugaaaa friska ""@friscaand: Tulah, tp aku ttp plg suka shaheer islam pula ♡ ""@alviarachmah: Di film tu emg org tu berdua yg selalu",alviarachmah,positive
"Dirumahla, film 5cm yo? @IndriRVM: ee tulah
kau tdi kemano? di rcti film nya bagus huaaa''@Yuliasmira1: Manola bole akuni;( @IndriRVM: haha",Yuliasmira1,positive
"ee tulah
kau tdi kemano? di rcti film nya bagus huaaa''@Yuliasmira1: Manola bole akuni;( @IndriRVM: haha cie cie, tdi mau ngajak kau @Yulia",IndriRVM,positive
Samo cak kau tulah enyek-enyek haha:DRT @Adindararan: echa_rezaatika aku dak tau kalo film ini bagus:D ku kiro film percintaan yg enyek enye,echa_rezaatika,positive
"@AldoJayaS haha belom,tulah aku nanyo. Tahun ini ado dk film bagus yg di rilis?",mreza_eja,positive
Film terbaik apakah yang pernah kamu tonton? — ggs tulah&lt;3 http://t.co/x229mDgbZv,SerlinaAnggrain,positive
Apa film terbaik yang kamu tonton akhir-akhir ini? — Ipinupin tulah:D http://t.co/vlqpl9N74B,ewii_dewy,positive
"""@coocasolaa: @nfrnto @putrinadya_H iya tulah rok ni !=))"" gaa film yg bagusan pasti cocokk",ydnfrnt,positive
"Tulah bagus niannn""@fifahpuja: Cie film kau than, bagus nian ""@SulthanNeza_Nez: OTM ~ Kawin Kontrak""""",Silfa_Dilla,positive
"Kapan dapet cwok cak dev, yg di film diamdiamsuka ni,lah belaga perhatian,sabar,nerimo apoadonyo tp itu pasti di tv tulah mano ado faktanyo",uustina,positive
"gak enak karna gak ada aku haha""@mawarry_ enak itu oon, is tulah ko kanRT @Rahmatikainsan: ntah gak pernah nonton, gak suka film thai""",Rahmatikainsan,positive
"enak itu oon, is tulah ko kanRT @Rahmatikainsan: ntah gak pernah nonton, gak suka film thai""@mawarry_ udah lama kl itu filmnya gila haha",mawarhryt,positive
Mare ggs tulah yg bagussRT @Diahkyle: DedewAW MAHABARATA FILM BUNTANG!,DedewAW,positive
"Abisnya dedek suka kak;(""@r_renaa: Wkwk, tulah dedek sok"" ntn film horor:p ""@adesryani: Seru? Tekejut"" jantung dedek dibuatnya:(""@r_renaa:""",adesryani,positive
Meskipun diulang*tetep bagus tulah film india nih:D,Anggiaamp,positive
"Dak ai, men india nk khan tulah aq nandak yg laen RT @LiianyAP: biarlah ;p tonton la on bagus film ny wkwkwk @veyi2502 Beew korban",Veyuzk,positive
"Ni bru slesai mon,gaada film horor do mon""@SyarifahMonali1: Haha tulah,ni udah selesai? Film horror leebihseruuuuu""@riskafadillah1: Ika aja",riskafadillah1,positive
"@chaaacing iyaa cantik -_- hahaha cian, tulah suka x nolak"", q pn lma"" berat ngasi film klu ko suka x gt wkwkwkwk",teguayam,positive
heh tulah membosankan film lu itu itu aja — kok film gua?-__- nonton aja gapernah wo http://t.co/5spgt2S78M,nabiilahayurest,negative
"tulah ko kan. dulu-dulu ngina k-pop, sekarang sukak ko sama k-pop :p :D @monaaritonang2 haha iya gara"" nonton film korea jd suka aku -___-",yuherlinaohe,positive
Tek film bagus jam cak ini...tedok lg tulah...,si_depp,positive
"@WithaDMY wkwk,nah tulah film horor itu dk bagus adk :p",MuhammadAzza1,positive
"@WithaDMY wkwk,nah tulah adk glk"":p apogawe lah nntn film horor:D",MuhammadAzza1,positive
Nonton film kesukaan sambil menghasilkan uang...menjaga anak sambil menjalankan bisnis..tulah oriflame..bisa dilakukan dimana saja...,CuitAny,positive
@agunsux anjrit. tulah film horor pertama gue dan cukup bikin trauma.,bitchinomics,positive
"katek nian film bagus lagi -_- cuma THOR tulah
sudah tu sudah -_- paraah",andrie_safoean,positive
@ica_kh hahah tulah ca...na jg bingung knp bisa pindah aliran gini. Nnti klo ada film bagus kasih tau yaa ca hehe,afdhalinaa,positive
@DAELOWIFEU tulah psl dhlh saeng ni suka Amber TT.TT unnie thutk Sulli ad drama bru k film bru tpi SM tknk pun buat sidang media mcm yoona.,aaikocat,positive
"@kaniandeni hee haha tak tau kalau masalah ituu tulah nanya saya, mau cobalah nonton film kesukaan kania seberapa hebaatt siiih :p",RiritwinsHA,positive
"Beli kaset tulah, tek guno lgi tipi kalo mlem ck ini =D""@Rezarialdi: Katek film bagus apo malem ini ¬_¬""",Aiddiel,positive
"Karna mblo hahahaha ""@Ibanbandos: Tulah efek nnton film horor :p""@SherinOcthavia: Takutlah:p ""@Ibanbandos: Haha kenapa? Takut :p""@Sher",SherinOcthavia,positive
"Iyo cb mb sms kak sin dlu,""@nadilaprmswari: film horor ajo, iyoyo ajak kak sin ""@selvia_GA Tulah mb dktau tp film ap. Ajak kak sin pl""",selvia_GA,positive
"film horor ajo, iyoyo ajak kak sin ""@selvia_GA Tulah mb dktau tp film ap. Ajak kak sin pl""@nadilaprmswari: ayokk, film apo? ""@selvia_GA""",nadilaprmswari,positive
"Tontonan kau ni dk bebobot nian haha""@TwiitOfMe: @RizkyGAGA94 nang ado film bagus noh di Antv, tapi tulah... Disensor -_- hahaha""",RizkyGAGA94,positive
"@RizkyGAGA94 nang ado film bagus noh di Antv, tapi tulah... Disensor -_- hahaha",MRidhoAFR,positive
"Mending film horor daripada romantis, kalau romantis ujung ujungnya bikin envy tulah._.",LolykaDesni,positive
"Gada aku tulah""@randrapujok: What the orang e ni gaye aje nak nnton film horor, ujung ujung ee awak nnton sendiri -_-""",ryanharku,positive
"tulah. Cak search mel pake modem baru ""@ameliafamursi: teringatnya gak ada film yang bagus pun""",gustiper_tiwi,positive
"Mr.ruler ap may @maya_harnita25: Tulah agek didatangain mister ruler:-)""@Astydiah_: Sudah la nonton film horor",Astydrslm,positive
"Tulah agek didatangain mister ruler:-)""@Astydiah_: Sudah la nonton film horor terus, kagek d datengi baru tau raso HAHA=D=)) #katoMak""",maya_harnita25,positive
"Kayak film horor di antv aja ternyata oh ternyata -_- ""@YessyHerna94: Tulah egit.trnyta oh trnyta ;D ""@EgitaaGuspita: Jorok tingkat",ekky_ps,positive
@haniffrosli tulah. Storyline bagus tho. Harap ada produser buat film pasal lahad datu/semporna.,Hazrey,positive
"suka-suka saya donkse' ,,, tulah ketauan iank galak merhatike akk nonton :P RT @NovriiBrothers :dag ateg film laen yg di tomtom apo? :D male",nvsa2809,positive
"hahaha... tulah.. bagus bagus sih @ggggiiinn RASE!! kualat kau same akuuuu
"" @mega_winarti : sudah ketularan film korea
ini tuhan..""",mega_winarti,positive
"@Sy_nafisah tulah
kw ado film apo yang bagus ?",alviani_gita,positive
"tulah, kebanyakan nnton film korea ni mungkin :p sampe2 lupa makan dan tidurnya di atas jam 12 -_- ""@AusalK Kurang tidur dan makan mungkin--",Adittpramest,negative
"Jadilah, tp tulah lame nian. Bosan ""@Sasiihaha: Lame yuk e bnding film laen, bagus dk yk menurut nga? RT @Apriani39: Durasi - 2,5jam,",Apriani39,positive
@empi_rendy @fikrifikri10 @007Angger @muhammadiqbll @Itiwikrara baseng kamu tulah ini perut laper eh bagus ni film wkwkw waywayway,Ahmad_RYoga_Y,positive
@disantyp tulah kapan bagusnya san? Banyak film baagus ni.hehe,VennyMurniR,positive
"ado ee :p RT""@adrian_abenk: Kgak ada tontonan laen neng ? :D RT MithaSavera: Setiap hari film horor tulah. Hadew !!",MithaSavera,positive
"Mita ado film dak kau ? RT ""@adrian_abenk: Kgak ada tontonan laen neng ? :D RT @MithaSavera: Setiap hari film horor tulah. Hadew !!""",Arsta__,positive
Setiap hari film horor tulah. Hadew !!,MithaSavera,positive
"Haha yg ngmg tulah lebih siru:p""@jejesicaffj: Siru kakak nih haha ""@rendyprks: Kurangi pagi"" lah ado film barbie nih-_-""""",rendyprks,negative
"Film apo nn te ? ""@anggraenirestie haha yo nian lemak film lamo2 tulah bagus critonyo RT @vhieaputri: iy dg ngert jg apo judul ny """,vhieaputri,positive
"haha yo nian lemak film lamo2 tulah bagus critonyo RT @vhieaputri: iy dg ngert jg apo judul ny ""@anggraenirestie @vhieaputri",anggraenirestie,positive
"beeww behoji nian kamu haha :) , film ap des ?""@Dsyandriani: @nabilaferina98 dirumah umik tulah balek jam senga 6 kami,abes nnton film horor",nabilaferina98,positive
"@nabilaferina98 dirumah umik tulah balek jam senga 6 kami,abes nnton film horor dirumah umi haha",Dsyandriani,positive
"Tulah ,nton film horor juo karajo ""@AraLarasaki: Twitnya nyindir bgt sayang""@MIRcaam: Ketakutan adalah musuh terbesar manusia!""""",MIRcaam,positive
"Alibi la itu *Payah RT @Toebaguss: Kw tulah itu bet haha RT @WayanObie: Kebnyak ntn film korea tuh,Hahaha ... http://t.co/i9aGmNX4QH",WayanObie,positive
"Kw tulah itu bet haha RT @WayanObie: Kebnyak ntn film korea tuh,Hahaha RT @Toebaguss: Cak2nyo tuh bet :p RT @WayanObie: Cie-ciee..RT @Toe",Toebaguss,positive
"Kurang:p cari yg lebih~""@malhusin: Saw tulah yg tersadis ~""@AyuuuSA2_: Ada yg tau film pembunuhan yg paling sadis? Kurang seru nih film :v""""",AyuuuSA2_,negative
"Saw tulah yg tersadis ~""@AyuuuSA2_: Ada yg tau film pembunuhan yg paling sadis? Kurang seru nih film :v""",elvenkingzzz,negative
"@sonianrkdlnguu Wkwkww, Tulah kebanyak'an nnton film horor=)) Melok ke mimpi dak dionyo?=))",sn_aslan,positive
"Tulah ..Horor kali ndak...-_-""@sa_tyaa: kayak film hantu ya.. ""@chyeapa: Masih suram""@Tweetnesian: #RemajaIndonesia udah punya rencana mau",chyeapa,positive
"y tulah flmnya hours RT @ChairuniRuni: Pengen nonton film terakhir dia, tgl 13 ini rilis di bioskop. Bagus that film jih hai T_T mrianty htt",meryibrahim92,positive
"Tulah, diajak jalan2 dak galak kamu :p RT @Ndhaa_09: Hari yg benar-benar membosankan. Nonton ftv pun terasa nonton film naga""n yg sungguh",Adhyt507,negative
"Filmnya final destinetion monic :D""@monicaagraini Haha film horor lagi:)?@IndahPSPutri1: Haha tulah banyak yang buka bioskop tadi dikelas",IndahPSPutri1,positive
"Haha biajolahh:*:p ""@ferdyramdhanu: Haha tulah sok bagak:*:D""@AtikaOktavia3: Tekatkan dalam hati enggak lagi nonton film horor indonesia.",atikasugiiartii,positive
"Haha tulah sok bagak:*:D""@AtikaOktavia3: Tekatkan dalam hati enggak lagi nonton film horor indonesia. Kemaren siang nonton nya",ferdyramdhanu,positive
"Tulah ttp nunggu doraemon gilang RT""@gilang150RR: Hahaha kawan anggi jatahnye @Fity_filaguzt: Yeee film kesukaan...DORaEMON...╋╋ム ╋╋ム ╋╋ム""""",Fity_filaguzt,positive
"sukak aku haha RT @Raudhameidany: Tulah suka betul nnton film horor ""@SerliYK",SerliYK,positive
"Kau bedua tino yak nntn aku ndk ""@CahyaniRahdians: @ridhoape hehe tulah. Aku lebih suka hrror. Semua yak film dibioskop tu",ridhoape,positive
@ridhoape hehe tulah. Aku lebih suka hrror. Semua yak film dibioskop tu keluar diterminal._.,CahyaniRahdians,positive
Malem ini katek film bagus selain bola tulah -__-,aazmi_A7x,positive
"Tulah mantap x kan bima can ;)))) ""@icansitumorang: Ga percaya film bima skrg udah sebagus ini, sebagai pecinta kamen rider garis keras, say",BimaNugrahaaa,positive
"Tulah,betah jg tgl di tgh hutan belantara *kasian* RT @Qie_yansah: Eeh.. Incidious 2 tu film horor ya?? *efek jd orang kebun*",Olivia_ER,positive
"tulah nda terlalu suka ak ""@adeesoerr Hebohnya film ini nih",Neokingpin,positive
ho'oh.. tulah kag dia emang susah ditolak.. ga sombong.. kulitnya bagus.. RT @phitzbow: Mau maen film bima dia kan...iishh cakep kali ya T.T,baboonbellys,positive
@nindy_dy oh korea tulah klo film layar lebar suka film apa deg??? Wkwkwkwkwk...,Paskah_Devilz,positive
"""@adnaninda: Tuhlaa bagus bah film nye keeereeen ""@ichawesome_: @adnaninda tulah ndak sanggup akuuu""""",hotmatchaa,positive
yaris suka nonton naga terbang “@yarisazhmelina: @sanazebastira tulah kebiasaan film tuturwulan indosiar sanaz ni :(”,shahnazbastira,positive
"Gigik apa ni?""@enolaMD: Tulah si ade, pikirannya kehalang sama gigik “@onnywm: Suka kali ada kata main""@adeasrivianaA: Film apa ni",adeasrivianaA,positive
"Otak-_-""@ima_zubiir: bole bolee:D""merienzavarolia: Perawan seberang tulah ndak nun, @suciwulanasri pasti suka=))""@destinunun: Film",merienzavarolia,positive
"Perawan seberang tulah ndak nun, @suciwulanasri pasti suka=))""@destinunun: Film apo?jupe mau:*?""@ima_zubiir: bisa gnti film-",merienzavarolia,positive
"kakak oco :P RT @diniseptia: ntah lah dek, kaka kurang jelas pula ni film apaan. Hahaha RT cha_childish: tulah kk emng film apa kak?? (cont)",zhindiranisa,negative
@dotdorif jelek masih gambar world war z lay. nungu budak tulah lay download lg males download film aku :D,HaryAHandoko,negative
"Wkwk ""@nuruulfajrina: Nanyo tulah, gantian?""@OmBacot: Film Horor fav kamu apa? #askOm""""",ketriasih,positive
"Nanyo tulah, gantian?""@OmBacot: Film Horor fav kamu apa? #askOm""",nuruulfajrina,positive
"Film baru ye? Aku taunyo lee minho maen faith the great doctor tulah =D yolah dvd lamo yos wkwk@YosieYosefa: @unikKYO dari cover bagus,",unikKYO,positive
"Film ny be horor-,-""@ricaalvionita: Dak usahlah nonton samo wong ini &gt;&gt;&gt; @SepthyastinaP @DiahSeptiani_ gawenyo jerit"" tulah -_-""",DiahSeptiani_,positive
"ini pun lagi mencoba buat tidur, mengesalkanlah film malam ini RT @NovitaHasibuan: ficasinagaa tulah, bagus (cont) http://t.co/FGa56MlCSh",ficasinagaa,positive
"Haha tulah;p""@tiyaharahap: Alah cemen wkwk tp sebenarnya aku takut jugasih:D""@fira_wahyudi: Hororla-_-""@JawabJUJUR: Lebih menegangkan film",fira_wahyudi,positive
"Tulah nele kali nih -_- kau kok taktidur bil? ""@nabilaps: Tulaah padahal penakut ""@azuradella: Gak bisa doo, habis nonton film horor -_- """"",azhuradella,positive
"Kesel yik, kesellll (º̩̩́Дº̩̩̀) wakakaka=))  ""@jelitadk: Sadis nian =))""@elsioliv_: Kek film bagus! Mening kepalak babet tulah tipi ini-_-""""",elsioliv_,positive
"Sayang tapi-,- ""@TryasRizky: Awas ye jgn idx dibabet!!""@elsioliv_: Kek film bagus! Mening kepalak babet tulah tipi ini-_-""""",elsioliv_,positive
"Sadis nian =))""@elsioliv_: Kek film bagus! Mening kepalak babet tulah tipi ini-_-""",jelitadk,positive
"Awas ye jgn idx dibabet!!""@elsioliv_: Kek film bagus! Mening kepalak babet tulah tipi ini-_-""",TryasRizky,positive
Kek film bagus! Mening kepalak babet tulah tipi ini-_-,elsioliv_,positive
Tulah dibilangin mending nonton your call dr pada La Tahzan film gajelas -_-,ahcmad_naufal11,negative
"Wahahaha the ring 3 des... the ring 3 &gt;&lt;""@destritika: tulah,,besok2 jangan kasih tau si dewi film horor lagi,,mati aku bum :( RT @IMSYLHAELF",sylviamnl,positive
"Hahah""@destritika: tulah,,besok2 jangan kasih tau si dewi film horor lagi,,mati aku bum :( RT @IMSYLHAELF: Ciyeeeh curhat efek conjuring",masdianadewii,positive
"Tulah fit. Serius baru nonton yg mantengin bgt ya skrg. Bagus :) ""@Fitazaika: Itu film Abad keberapa ya -_- RT Eklattt: Ga jadi keluar gara2",Eklattt,positive
"Ttp tulah takut aku haha, kau nnton the conjuring aku nnton smurf be =))""@Ch4trine: Kan antu ecaaakk"" :( :$""@Tiyaraa_: Film horor itu masa",tiaravony,positive
"@miiaNS aih biasonyo jg aku donlot tulah, oleh dak ladas itu film horor di laptop. Haha. Payo uy awk la kuliah, wkwk",wardahzahra,positive
"Ay payah tulah, apo guno internet? Ays""@shintarahayu10: Nah kau tau film ny bagus dari mano? :p apo gara² pemeran utama ny suzy jadi k",KolbirCrypto,positive
"@ichachong tulah, anak muda hollywood suka ga masuk akal hahaha ga smpat ""nonoton"" film bang channing tatum T_T",kikypratamaaa_,positive
"Kaloo yg ini bagus nian action uyy yg caakitu dak boleh nadiaa =D ""@nadiasrswt: Nnton tulah nisa nih, psti bsk ngerumpi tntng film itu -_-",Jeongwoz,positive
@TiurmaFauziah tulah kan dak punyo hati tu emg susah nian dak yo. Nyalahi film pulak yg kurang nyentuh,ditaapermata,negative
"Hahaa oyooyooyo kok bonor mune RT ""@herupj_pearl: Congki bagus tulah wee namo.ny jg wong bejualan RT @hendratonget: Min film Sinister sdh ta",hendratonget,positive
"bukan type orang yg suka nonton film begituan, menye-menye.. ""@YuliWanate: Pmain twilight nmpak kali gak prnah nntn,tulah mblo sih*eh",BapaknyaMecca,positive
Liat tl aku RT @bagusbayus: Tentang apo? RT rzaynda: Ado lomba gus deadline september klo dk slh RT @bagusbayus: Buat film pendek tulah lem,ryoanda_,positive
Tentang apo? RT @rzaynda: Ado lomba gus deadline september klo dk slh RT @bagusbayus: Buat film pendek tulah lemak,bayusbagu,positive
Ado lomba gus deadline september klo dk slh RT @bagusbayus: Buat film pendek tulah lemak RT rzaynda: Knp tdk ada yg menghujat film anak,ryoanda_,positive
"Nunggu film Dono! Besok! Warkop""@arieWBWO: ktek nn ado sikok bgus d mnc @ArifMT Cawa""@arieWBWO: ketek film bagus nonton bola tulah ini "")""""",ArifMT,positive
"ktek nn ado sikok bgus d mnc @ArifMT Cawa""@arieWBWO: ketek film bagus nonton bola tulah ini "")""",arieWBWO,positive
"Cawa""@arieWBWO: ketek film bagus nonton bola tulah ini "")""",ArifMT,positive
"ketek film bagus nonton bola tulah ini "")",arieWBWO,positive
"Nanggung film nya kek,sakit hati :(""@tikadirgantari: Ya suka suka film tulah (˘̯˘) ""@NandaOyong: Film setengah setengah""""",IGOFYOURSELF,positive
@Radesanjaltara eh-.- pikirannya sampe kesitu wak ckck tulah kebanyakan nonton film horor sih,pfrahay,positive
"Yaudah mau film horror tulah :(RT @Balka_: belum ada -_- ""@RestayuliaA Kalau film indonesia apa yang baru?RT @Balka_: bagus nyo... prcaya",RestayuliaA,positive
"@pungkyky baguss kan..... dk nysel kan nunggu,hahaha agk kto cri lg film bagus,,tulah seneng aku film ituuuu",ulayuly,positive
"Inilah males dirumah ni katek gawe,ntn film katek yg bagus,nak metu badan lesu,tedoke tulah musuhnyo",rjpfebriadi,positive
"Haha ado jugo idak:p @intanayuashari: Parah !""@paaanteks: Film ditv dakado yg bagus , film dihape tulah yg bagus haha \(´▽`)/",IPNALDI_,positive
"Parah !""@paaanteks: Film ditv dakado yg bagus , film dihape tulah yg bagus haha \(´▽`)/""",intanayuashari,positive
"Way blm ado ni men hha@MDinantyo: hihi, ado yg baru dk pan @paaanteks: Film ditv dakado yg bagus , film dihape tulah yg bagus haha \(´▽`)/",IPNALDI_,positive
"hihi, ado yg baru dk pan rt ""@paaanteks: Film ditv dakado yg bagus , film dihape tulah yg bagus haha \(´▽`)/""",muhammadinantyo,positive
"Hhi idakidak nur candobe @noviaviong: Otakmu ank bujang-_- @paaanteks: Film ditv dakado yg bagus , film dihape tulah yg bagus haha \(´▽`)/",IPNALDI_,positive
"Film ditv dakado yg bagus , film dihape tulah yg bagus haha \(´▽`)/",IPNALDI_,positive
Abg lah ado :p RT @MissIdiotsWG: fast 6 tulah RT @Tweetnesian: #VoteDmasivArthursDay 2 Film yang pengen kamu tonton ?,aaldiypratama,negative
Nak film tulah haha RT @ridhoiqbl: apo dio joy yg bagus?film baru apo haha RT @Djoyical: Baguslah ck ini :D,Djoyical,positive
"Jgn mcam2 oi pliss nian horor mb male oi :'( jgn cg itu RT @Aisyahrmdhani: @whilwhillia film ambo yg dr ana tulah wil,dk ado fd plo ambo -,-",AdhelLatifah,positive
"Tulah,aneh kayak zia kan? :p RT @ziafrakusya: filmnye aneh tuh-_-""@KB_RenaldyTry: Film horor siang siang,ape seramnyee -_-""",Tryresaa,positive
"Awak kau tulah tek :p""@imutiaaaa: @SellaAzriYulika @WindaAfriliana  @FeniiHS ""@JawabJUJUR: Mention temen kamu yg suka bgt nonton film ho",peniagustriana,positive
sukurin...tulah RT @andinandiarina: Zonk!! Dapet dvd komedi yg ternyata isinya film horor di malem jumat dan tidur sendiri :'),kikie_naro,positive
kau tulah ngga men aku mekot bae na @angganovranata Calling2 la bdk nyo at ado film bagus na hahaRT @paatpuat: hahahah film laen mksud aku,paatpuat,positive
"Tulah,, kakak ak tu.. @meey_can: “Cuma dger Swra :p @wirabhakti19: Nonton film horor. Sekali nonton, mata ditutup.. Apa",wirabhakti19,positive
"@susantii2 iyyy kak-,- klo film baguss cak tulah--""",ReggyAmelia_G,positive
"haha. kurang panjang!:p RT @PurnamaRizkyy: -___________- ""@AbiDharmawan: tulah ang, taunya film korea aja!:p RT @PurnamaRizkyy: maksud?  ...",abidarmaa,negative
"Anit pecinta eat bulaga:))""@justinsbabexxo: Tulah aku nunggu film aku ya nntn itu dulu:) RT @mythaaH: Ketahuan suka nntn eat",mythaaH,positive
"Tulah aku nunggu film aku ya nntn itu dulu:) RT @mythaaH: Ketahuan suka nntn eat bulaga:)""@justinsbabexxo: ... http://t.co/lfuWrsmZvF",salmoncrspaburi,positive
"Lemak men ngerti film luar, cak keiyoan haha* @_miftahuljanna: Dak bagus ay pilm indo:p ""@OKKDP_32: Php tulah -_- @_miftahuljanna: Peh aku",dikibulinnih,positive
"Iya tulah (┌_⌣̩̩̀) ngapa harus kejepang cobak""@AjieBagusP: Yuki kuliah-__- gak asik ya RT @Shity_baroqah: Film"" yuki kato diambil alih semua",SiskaSbKapoor,positive
"@whilwhillia hahaa iyoo wil,film yg bosan2 horor tulah hehe",Aisyahrmdhani,positive
"Baru ado sikok kak yg bagus,  film Oz: The Great and Powerful tulah.. “@pemudamu: @dikiisaputra Cubo nyetor dulu, mano-mano film baru tu :D”",DikiiSaputra,positive
"Itulah mey betol kali tu, trs film kiansantan  juga sukak kali dia =))""@MutiaaFMS: haha tulah ntah apa dek meri ni, meta tu cut yg",cutraiva,positive
Tek film bagus tv skrng dvd tulah mosoh nyo,Rudy_ni,positive
"Ters ngejek si dita ini 0rT ""@ensiklopedita: Tulah kan makanya jangan nonton film horor MIKA sebelum tidur hahaha: Mimpinya Horor.....!""""",PohanSiti,positive
"Tulah kan makanya jangan nonton film horor MIKA sebelum tidur hahaha""@PohanSiti: Mimpinya Horor.....!""",ensiklopedita,positive
"Pasty baguss :p uji aaku yg bagus tuh 007 tulah =D""@RamadhanGioh: @anisaseptiani10 wkk cubo kautu cari film judulnyo John Carter""",Jeongwoz,positive
"Wkwk... sotoy, tulah :p RT""@sfdillans: @pempek_kriting bukan -_- itu jdwal rilis film bagus bioskop :p""",aryaniii20,positive
"Spongebob tulah:* ""@TanyaSimi: #TanyaSimi film kartun kesukaan kakak apa?""",Retnoindahoktv,positive
"Tulah kementelan. Kapok:p RT @thyamila: Nonton film horor ka, jd kebayang hantunya x_x""@MeeLingling_: Ayo abis ngapain? RT",MeeLingling_,positive
"Ha? Ke hamil cut? Astojim, tulah ke sukak li nonton film biologi ""@CTDitya: Redii.....hamil?""@echelonisme: Aduh. Kok tiba2 jadi mual ya? """,brembosh,positive
