content,Sentiment
"@moviemenfes Dark comedy - 7 psycopaths 
Heist - mencuri raden saleh 
Romcom - kapan nikah?",negative
"hah w baru kali ini nonton mencuri raden saleh keren banget anjir😭 
ni film dari dulu aku skip mulu soalnya kaya boring tapi ternyata pecahh",negative
"mencuri raden saleh i guess, cause lately im in the middle of anime",negative
"5. Pengabdi Setan 2 : Communion - 4 Agustus 2022
6. Miracle In Cell No. 7 - 14 September 2022
7. Mencuri Raden Saleh - 26 September 2022
8. Black Adam - 27 Oktober 2022
9. Black Panther : Wakanda Forever - 28 November 2022
10. Sri Asih - 30 November 2022",negative
"i just watched mencuri raden saleh, THAT MOVIE IS SO GOOD OMLLLLLLLLL",positive
"There is one Indonesian film called Mencuri Raden Saleh (Stealing Raden Saleh, look it up on Netflix). That film, I've watched that 28 times up to this time. 

Oh, next film is The Chronicles of Narnia. Don't ask me why, Edmund just hot asf. And he is kinda the bad guy.",negative
"@Khaogazm dapuq Piko from mencuri raden saleh😱😳bruh das too much, legs turn into noodle, thank you banh https://t.co/TIrXRgFPVo",positive
"@Piyik_Seken Holy shi piyik is piko mencuri raden saleh

That is insane skill",negative
"@moviemenfes Masuk ke one of most memorable indonesian movie versi gue. Di saat itu jarang atau baru ni film yang punya tone berbeda dari film lain so fresh jadinya, Ga sempurna memang, tapi ya so far so great lah, kek Mencuri Raden Saleh yang menurutku satu reason n kategori sama ni film.",positive
@Avalanshes Nanti kita main di Mencuri Raden Saleh.,positive
kemana aja gue baru tau kalo mvs mencuri raden saleh sebagus itu?:( mengingatkan ku pada Now You See Me.. tp keren bgt!!! nunggu bgt kelanjutannya https://t.co/3HUtpaQ54Z,negative
IMAGINE MINGYU MAIN FILM MENCURI RADEN SALEH,positive
"@moviemenfes indo : 
-ali &amp; ratu ratu queen's (wkt di dalem gang terus ibunya si ali teriak ""im a bad mother"")
-mencuri raden saleh (komplotan piko berantem malem malem ujan deres dan wkt dibuka topengnya ternyata ayahnya piko sendiri)",negative
"@RahmahSj @moviemenfes hmm.. not bad, premisnya bagus walau dari segi plot cerita sederhana sebenernya - bisa ketebak. cuma sinematografinya oke si. 

7/10 lah buat Mencuri Raden Saleh. 
BALAS DENGAN KARYA 🎨🔥",positive
"@moviemenfes mencuri raden saleh, virgo, Dr Strange,  sama Ant Man belinya langsung, wkwk https://t.co/0RKpdZNfXd",negative
"Setelah menonton mencuri raden saleh degdegan sih dikit, tp ttp ae comic 8 madih tahta tertinggi di perfilman Indonesia bagi gue😭😭 apalagi disitu si iqbal dan mem cjr laenny masih pada kiyowok",positive
"🥳Share is very appreciated🥳
NEW DOUJINSHI LINE-UP For Tanah Abang Honey 1.0 E15ab ! 
We have Genshin Impact, Gintama, Project Sekai, Chainsaw Man, Mencuri Raden Saleh, and many more! 
You can Order in here : https://t.co/y9VyCafAMy
#comifuro16 #comifuro16catalogue #CF16 https://t.co/j6ckWsIglc",positive
"@moviemenfes Mencuri raden saleh hahaha, best 2022 film",positive
ada ga si film/series indonesia yg naruh romance di posisi kedua setelah main story? kyk mencuri raden saleh gt. lagi capek baca subtitles 🥲,positive
"@moviemenfes Indonesia: 
1. Mencuri Raden Saleh
2. Tampan Tailor
3. Kembang Api

Luar Negeri:
1. White House Down
2. 3 Idiots
3. Hanbando",negative
"@moviemenfes Mencuri Raden Saleh, kek ini bukan genre w terus yg main juga bukan aktor fav w. Ehhh kok ya bagus trs malah keterusan ngebucinin mereka smpe sekarang😭",positive
"@moviemenfes mencuri raden saleh,,,,, rewatch lagi lol",positive
@ppalmnueng all the boys from mencuri raden saleh main cast (including him) got that indo's it boy potential for me,positive
"Sangat cebleh tapi film indo tuh mencuri raden saleh sama pengabdi setan sksksjssj gak ada yang bener2 bikin w berada dalam euphoria ""i love cinema"" banget selain pas nonton mcr dan kalau pengabdi setan mah wajib lah ya 🙏",positive
"@kachoo27 jarang nonton film😭
Magic hour💯, london lv story, mencuri raden saleh",positive
"Setelah berbulan bulan bertahan, sempet turun, sekarang Mencuri Raden Saleh masuk top 10 netflix lagi. Diluar nalar 🙌🙌🙌",positive
"@moviemenfes suka ama anak ini pas main di film mencuri raden saleh... let it flow, kmu punya value dan vibe tersndiri",positive
"Cek toko sebelah 2
Ngeri'' sedap
Qorin
Mencuri raden saleh
Mahasiswa baru
A perfect fit
Ghost writer 2
20th century girl
June &amp; kopi
Cinta laki'' biasa",positive
"@rushinvelvet @cornneliast Dion wiyoko&gt;&gt;&gt;&gt;&gt;angga. But compared to nicsap, Ucup as a supporting role in Mencuri Raden Saleh is DEFINITELY WINNING over that bland ass rangga. ❤️",positive
"Tentu tydac setuju. 
Aura Nicsap itu untouchable+misterius. Macem cowok komik yg tydac mungkin dimiliki di dunia nyata.
Angga itu lebih pretty boy. 

Acting wise sih ai kenot komen en komper yha secara gue cuma pernah nonton angga di mencuri raden saleh.",positive
"give me your 3 best mvs indo, for me :
1. mencuri raden saleh
2. ngeri ngeri sedap
3. warkop DKI reborn (jangkrik boss)",positive
"@moviemenfes ngeri-ngeri sedap
glorious days
lovely man
penyalin cahaya
the big 4
mencuri raden saleh
bumi manusia",positive
"@moviemenfes Dunkirk
Interstellar
The Batman
Evangelion Thrice Upon A Time
Endgame
Top Gun Maverick
Blade Runner 2049
No Way Home
Weathering With You
Tenet
La La Land
Mencuri Raden Saleh
Cars 1",positive
"@moviemenfes i need more ""mencuri raden saleh""",positive
"@tanyakanrl waktu pertama kali itu me time nya nonton film nya thor n love, masih pake gojek. terus kedua, pake motor sendiri buat nonton mencuri raden saleh. terus selama me time sih sambil nunggu jam film nya nyari minum sama ke gramed, abistu habis nonton sung pulang deh.",positive
"@moviemenfes untuk inter: endgame!!! euforia bgt nontonnya wkt itu,  forrest gump &amp; a man called otto (yes, i love tom hanks🥹), the autopsy of jane doe.
untuk lokal: surat dari praha &amp; mencuri raden saleh.",positive
"@moviemenfes Buat lo kalo yang suka nonton harus plot nya interesting dan keren. 
- action Tenet 
- thriller Dont Breath (1) 
- mystery Knieves Out (1/2) 
- Indo terbaru, Mencuri Raden Saleh 
Tips buat yg newbie, baru suka nonton kayak gua. Kalo menurut lu filmnya bagus liat directornya https://t.co/8xJhzvwJv9",positive
"sejauh ini film mencuri raden saleh is the best Indonesian movie, pemainnya, alurnya, aktingnya on point semua!! Kayak the character of each pemain nempel bgt sm aktornya saking bagus aktingnya. Alurnya ga aneh like some I-movies, bener² ga ketebak at some point tpi bagus plotnya https://t.co/tZIM5itbFS",positive
"Fantastic Beast, Mencuri Raden Saleh",positive
"@moviemenfes Searching, mencuri raden saleh, top gun maverick, john wick, kny the movie",positive
@moviemenfes the greatest showman sama mencuri raden saleh!,positive
"@moviemenfes Happy New Year, The Professional, Lupin the 3rd, Mencuri Raden Saleh, China Zodiak, Triple Frontier, Mission Impossible franchise, Comic 8, banyak deh perasaan",positive
"@tanyakanrl Emily in Paris
Anne with an e
Alive
Enola Holmes
Money Heist Korea
Mencuri Raden Saleh",positive
"@moviemenfes Mencuri Raden Saleh.
Kdrama, Beyond Evil.",negative
"@ritubatu 7. anything about psychology
22. so far mencuri raden saleh, i really loveeee that movie",positive
Avengers End Game sama Mencuri Raden Saleh,negative
@moviemenfes Mencuri raden saleh for sure,positive
@moviemenfes Tyda lupa All of Us are Dead dan Mencuri Raden Saleh,negative
"@moviemenfes weak hero class, mencuri raden saleh, sherlock holmes bbc, seriesnya my roomate is a detective",negative
"@moviemenfes Better days, Mencuri Raden Saleh, A Little Thing Called Love, Little women https://t.co/z1ERFgND8E",positive
@moviemenfes mencuri raden saleh hahaha,positive
"mencuri raden saleh, all of us are dead &amp; weak hero class 1 come fight me if you disagree.",negative
"@FinaZakiyyah @moviemenfes Beda ih. Coba kalau mau liat promosi berkualitas tuh liat promosinya Mencuri Raden Saleh, enggak pake buzzer tapi ngandelin admin kreatif &amp; ngemanfaatin cara gen z merespons sesuatu.

Promosi Khanzab mah bukan bikin tertarik, malah bikin enek :(",negative
"@moviemenfes Avatar 1&amp;2 (2009 &amp; 2022)
Inception (2010)
Interstellar (2014)
Little Women (2019)
Malignant (2021)
Mencuri Raden Saleh (2022)
Parasite (2019)
Se7en (1995)
The Godfather (1972)
The Shawsank Redemption (1994)
Trilogy LOTR (2001-2003)",negative
"@ArjunFoundMe Ada kok sebenernya, mungkin bisa di eksplor lagi aja. You can try Mencuri Raden Saleh, the latest movie that worth to watch and worth to hype. Untuk yang lainnya ada Kembang Api, Ngeri-Ngeri Sedap, The Big 4, dan karya-karya dari Ernest Prakasa sama Raditya Dika.",positive
"gue tuh baru bisa nonton bioskop dari akhir tahun kmrn, jadi mnrt gue tuh black panther 2 sm mencuri Raden Saleh",negative
"the greatest showman tp aku sendiri jg ga nonton di bioskop, mencuri raden saleh, jujutsu kaisen 0",positive
"@Hazuyumi 1. Avengers end game
2. Godzilla vs kong
3. Jurassic world 
4. mencuri raden saleh
5. your name",negative
"@kuromieem 1. Avengers end game
2. Godzilla vs kong
3. Jurassic world 
4. mencuri raden saleh
5. your name",negative
"fuck mencuri raden saleh, aku akan mencuri hatimu!",negative
"For example : @YuukokuKing, Ucup from Mencuri Raden Saleh.
5. DM cannot be represented.
6. You can already change your muse if you get this reaction 👍 and 👎 if the muse you choose has been taken by someone else.

Good luck.",positive
"waktu itu nonton mencuri raden saleh sih ASELIIII sama nonton missing. selain vibesnya beda, itu rasanya satu studio bener bener definisi nobar karena reaksinya barengan terus jadi lucu 😭😭",negative
@moviemenfes mencuri raden saleh sih :(( udah 4x dehh rewatch sm yg di bioskop,negative
"Yang masih membekas tuh film Mencuri Raden Saleh, film sejarah atau documentary mostly about war baik indo ataupun luar contohnya kayak fury, all Disney and Marvel movies terus seriesnya Harry Potter termasuk fantastic beast",positive
the way i cant watch mencuri raden saleh because it brings back so much traumatic memories 💀💀💀,positive
"@HabisNontonFilm Mencuri Raden Saleh
Night Bus
Ngeri Ngeri Sedap
Gundala
Sri Asih
Tenggelamnya Kapal van der Wijck
Selamat Pagi, Malam
Lovely Man
Dua Garis Biru
Penyalin Cahaya
Ada Apa Dengan Cinta?
Noktah Merah Perkawinan
Kala
The Raid
5cm
Perempuan Tanah Jahannam
Doa yang Mengancam",positive
"@joshualouvie Hmmm bingung yah soalnya suka semua 😭
1. Spiderman No Way Home
2. Mencuri Raden Saleh
3. Sweet 20",positive
"film indo: hangout, mencuri raden saleh, june &amp; kopi
film western: the boy, don't breath, red notice, mission impossible",negative
"baby’s day out 
cinderella
maleficent 
maleficent : mistress of evil 
josee, the tiger and the fish
Nanny McPhee 
ratatouille
the lion king
orphan
mencuri raden saleh
aku tahu kapan kamu mati",negative
"Mencuri Raden Saleh
Little Women
Flipped",negative
4. My favorite movie ever: Mencuri Raden Saleh https://t.co/eBJz1itl8l,positive
"@333DRUIG ╱ mencuri raden saleh, habibie &amp; ainun (semua), eiffel i'm in love, laskar pelangi.",positive
"mencuri raden saleh keren banget 33x bjzhir berasa nonton hollywood class movie, hands down film indo terkeren from my #sipalingreviewfilm point of view. hahaha jujur dikit &amp; jarang nonton film indo juga sih so most likely inaccurate &amp; debatable, BUT STILL, MENCURI RADEN SALEH 🔥 https://t.co/Ux5TC91q26",positive
pls rekomendasi film atau series deh yang kea modelan mencuri raden saleh dong [desperate],negative
"gua kemarin nonton film mencuri raden saleh. film produksi indonesia yang menurut gua bagus dan rapi! 

alur ceritanya juga engga ngebosenin walaupun jujur kurang suka sama akting para pemainnya

so far so good, gua kasih rating 0.5/10 buat film ini. kurang suka. https://t.co/VjX0ljGbCL",positive
Doodle of #kavetham / #haikaveh from hit game Genshin Impact as hackforger/cupiko from Mencuri Raden Saleh?!? https://t.co/t9ZSPa8kyn,negative
"@dearlysuj ok sih hawanya seperti film mencuri raden saleh, tapi let's see wkwkwk",positive
"Very very underrated, why is this movie is not as popular as Mencuri Raden Saleh is such a mystery",positive
"series The end of the fucking world, drakor Mr.queen, anime HunterxHunter &amp; Aot, dan film Mencuri raden saleh👍🏼✔️✔️✔️",negative
"@moviemenfes - do revenge
- the big 4
- sydney white
- the bunny house
- mencuri raden saleh
- the wind rises
- howl moving castle
- good burger
- grease
- isn't romantic
- fall for christmas",positive
#TaxiDriver2Ep16 ada sedikit unsur film mencuri raden saleh nya hahaha,positive
@moviemenfes Film mencuri raden saleh ga se wow itu alias b,positive
"@moviemenfes Yg sangat sukses kalo dr penonton ya kk en 
Tp gamungkin kaka en kan?
Tebakanku si kalo horror, maybe satan slave?
Romance: aadc?
Komedi: cek toko sebelah?
Anak2: petualangan sherina
Action: mencuri raden saleh",positive
"@ssefnum Yuk yul, i love mencuri raden saleh",positive
"@WatchmenID Mencuri Raden Saleh, right?",positive
"@moviemenfes Spider-Man No Way Home
A Man Called Otto
Mencuri Raden Saleh
Inception
The Dark Knight
Blade Runner (1982, 2017)
Guardians of the Galaxy 2
Avengers Endgame
Hacksaw Ridge
Birdman
Whiplash
The Shawshank Redemption",negative
"1. Gus Afif itu terlihat berwibawa, tapi yang main Ari Irham walau gw embg suka bgt stlh nnton mencuri Raden Saleh, but gaads yg lebih tua kh😭. Gus Afif tuh penggambaran dewasa nya gak cuman di pikiran, tapi juga di badan. Abisnya doi udah lama belajar dan sudah terlampaui",positive
"our second movie date‼️
we watched ""Mencuri Raden Saleh"" that day and that so cool omg 100/10 from us‼️ https://t.co/IJ7eG9ML6H",positive
"Round 01 

1. ❎ Tidak lahir di tahun 1999 dan 2000.
2. ❎ Tidak Pernah collab sama brand makeup.
3. ❎ Tidak main di Mencuri Raden Saleh.

= 37",negative
"ㅤ

round i,

- 1999 &amp; 2000: ❎
- mencuri raden saleh: ❎
- collab w/ a makeup brand: ❎

remaining lives: 37. 

ㅤ",negative
"-1: Tidak lahir di tahun 1999 dan 2000.
0: Pernah collab sama brand makeup.
-1: Tidak main di Mencuri Raden Saleh. https://t.co/SsGHMbO2Y3",positive
"R1.
1. Aman. 
2. Collab sama brand make-up. (-1)
3. Main di Mencuri Raden Saleh. (-1)

Sisa love: 38.",positive
"R1. (-2) 
&gt; Belum pernah collab sama brand make up.
&gt; Tidak main di film Mencuri Raden Saleh. 
Lives: 38. https://t.co/xjP84j5vCT",positive
"1. LAL yang lahirnya BUKAN di tahun 1999 &amp; 2000.
2. Lal yang belum pernah collab sama brand make-up! (Aku sama Maybelline)
3. LAL yang TIDAK main di Mencuri Raden Saleh. https://t.co/2S7IQa8SFk",positive
"Films with the most nominations at #PialaMaya2023 

• ‘BEFORE, NOW, &amp; THEN (NANA)’ — 11
• ‘LIKE &amp; SHARE’ — 11
• ‘MENCURI RADEN SALEH’ — 11
• ‘QODRAT’ — 11
• ‘NGERI-NGERI SEDAP’ — 10
• ‘NOKTAH MERAH PERKAWINAN’ — 10
• ‘PENGABDI SETAN 2: COMMUNION’ — 10 https://t.co/qjgCTifNTu",positive
@cheeszqy mbk suyun main mencuri raden saleh 😥😥 https://t.co/mfGiOHdQYm,positive
"As an actor, I think he's smart. Cermat memilih project. 5 film dia yg dah gw tonton (dilan 90-91, bumi manusia, ali &amp;ratu2 queens, mencuri raden saleh) bagus semua.. genrenya beragam, semuanya menyenangkan untuk ditonton. Aktingnya bukan yang bagus banget tp ya ga jelek juga.",positive
"percy jackson, little women, mencuri raden saleh.",negative
"@moviemenfes The Pool, Mencuri Raden Saleh, Drishyam, Kaahani 1&amp;2, Hasem Dilruba, Mission Imposible (frenchise), Bad Genius, apalagi ya.. 
Banyak deh",negative
"Angga Sasongko menuju level yg berbeda, ekspektasi penonton minimal kayak Mencuri Raden Saleh bahkan kalo bisa diatasnya wkwk",negative
"@tanyarlfes Pernahh ketemu aktris cilikk yg kemaren juga main di film mencuri raden saleh. Inii positif bangett yaa btw. Ternyata diaa baik bangett, ramah jugaa. Aku ketemunya kebetulan di toilet. Pengen minta fotbar tapi ga enak, soalnya tempatnya ga proper. -c-",positive
"@cikunsolihat_ woahh mantapss.. ini setelah film mencuri raden saleh apa sblm kun? klo sebelum, kamu aku kasih hadiah.. hahaha",positive
fucking mencuri raden saleh,negative
@tanyarlfes mencuri raden saleh sm true beauty,positive
@phitrimedina @sbyfess Mencuri raden Saleh beneran kayak angin seger di tengah film horor gk jelas Dan di endingnya itu plot twistnya bikin nunggu next movie mau gmn lg. Ps 1 emg remake tapi sama jokan di ps 2 di buatakan universenya jadi nyambungnua smooth Dan pasti keren jauh sama yg 10 juta,positive
OH he really said this would be TWO TIMES bigger than mencuri raden saleh... this is highly anticipated,positive
mencuri raden saleh mencuri raden salah kapan mencuri hatiku (wtf is this bullshit),negative
"Setelah Mencuri Raden Saleh, berikutnya 13 Bom di Jakarta!

Project terbaru Angga Sasongko ini akan menjadi sebuah film action spionase 😮 https://t.co/o1aj3O7Wvo",positive
@FilmIndoSource tadi di interview sama ecommurz dia bilang its gonna be two times bigger than mencuri raden saleh. interesting...,positive
"@moviemenfes Kalau ada batas waktu fine, aja kalau selamanya, ya goodbye bioskop, mungkin saya tidak akan menginjakan kaki di sana kecuali filmnya ber genre seperti mencuri raden saleh",positive
"@vnllltee @convomfs mencuri raden saleh, worth to watch",positive
"@moviemenfes gimana yaa bukannya ga cinta sama produk Indo,  skrg hampir semua film pola ceritanya sama aja ga ada yg spesial gmn mau rame tuh film Indo, yg bagus bisa keitung jari, macem ""mencuri raden saleh"" yg menurut gua lebih fresh karena kan jarang ada film tema heist di Indo ya",positive
"@moviemenfes mencuri raden saleh, ali &amp; ratu ratu queens, sweet 20",positive
"i just watched ""mencuri raden saleh"" (yes im very late to watching movies stfu) it was good but the pacing was so weird that it actually felt like a 3 hour movie. Pretty okay heist movie, good acting, okay plot, the camera and cinematography was spot on. solid 6.5",positive
"Tentu saja, 

My Top 2  Librarians @Freya_JKT48 @A_ZeeJKT48 🙌
Zee kek Piko sumpah HAHA Piko di  Mencuri Raden Saleh https://t.co/QgNHysvNuC",positive
"@kalilamart 7. Mencuri Raden Saleh &amp; Cruella!
11. Optimistic :D",positive
"@iayuko 6. Semua aku dengerin n aku suka! Tapi sekarang lagi mood dengerin kpop sampe mabok
7. AAAA BARBIE KEHITUNG GAK SIH?? Tapi Mencuri Raden Saleh sama Cruella masih jadi fav sampe sekaranggg
10. I'm single aww 😻",positive
"202. Mencuri Raden Saleh agaknya menjadi standar tertinggi film heist di Indonesia untuk saat ini. Bicara soal ide, bukan sesuatu yang fresh. Namun ini cukup menarik, mengingat film dengan kompleksitas seperti ini masih tergolong sedikit di Indonesia. Tipe popcorn movie yg asyik! https://t.co/INy7wYSVDO",positive
Best jugak movie Indo Mencuri Raden Saleh. Ala² perompak bijak gitu.,positive
watching Mencuri Raden Saleh and I find it so funny how they ran all the way from SCBD to Senen in a matter of seconds,positive
apakah mencuri raden saleh worth to watch?? 🤔,positive
i know its too late i just watched mencuri raden saleh and it was really good! not the best movie in the genre but i appreciate it that much knowing that its indonesian movie.,positive
"Mimpi punya geng kayak di Mencuri Raden Saleh, tapi kerjaannya halal HAHA. Namanya uhgood (kebanyakan baca AU kayaknya gue). Kita ngerjain project advertisement. Terus ads kita debut di gedung kayak gini. Sebelumnya ada masalah karena beberapa file ada yang hilang, https://t.co/FRaCiYtUby",positive
"@astetroid 1. Mencuri Raden Saleh
2. Ngeri-ngeri Sedap
3. Wednesday
4. Enola Holmes 
5. Ranah 3 Warna
gua gak banyak nonton film west si lebih sering indo, so top 5 nya ya indo",positive
"@moviemenfes HAHA! Kalo ngmgin Mencuri Raden Saleh, iya itu pathetically overrated. Lah Interstellar dikata underrated. Baru keliatan skrg kaya apa selera tontonan lu.",positive
"@banjarbase Film indo = sobat ambyar, big 4, mencuri raden saleh, ngeri"" sedap, bumi manusia, orang kaya baru
Film int = enola holmes, interstellar, bad genius, 3 idiot, la la land, bullet train
Reality show = phsycal 100, single inferno, terrace house",negative
"tdi malem ak nonton mencuri raden saleh, tbh it's one of few best movies that have been made here in our country ngl. like i really enjoyed all the scenes from the start of the movie, the conflicts, the climax of the movie, the plot twist and also the ending is quite questionable",positive
"@cremejrulee emang beda kok, kak. Cuma tema/trope/atau apalah namanya sama, sama2 bangun fake family. kurlep sama kek divergent sama haze runner atau Mencuri raden saleh sama money heist gituuuu",negative
"@eyioul 1. Enola Holmes
2. Mencuri raden saleh
3. High &amp; Low the worst 
4. Fantastic Beast
5. Bebas",negative
"@hennituse 1. Enola Holmes
2. Mencuri raden saleh
3. High &amp; Low the worst 
4. Fantastic Beast
5. Bebas",negative
@moviemenfes @ranewh Mencuri raden saleh sih top bangettt😍,positive
"Judul : mencuri raden saleh

genre : komedi, petualangan, action

cast : Iqbaal Ramadhan, Angga Aldi Yunanda, Rachel Amanda, Umay Shahab, Aghniny Haque, ari irham

rate : 9/10 https://t.co/GyVNzu0rQQ",positive
"@mfrrsw @JPFBASE Montage. About the so called worst heist in Japan on Showa period the ""300 million yen robbery"" ini yg sempet dibahas dikit di film Mencuri Raden Saleh.",negative
gue kira mencuri raden saleh sad ending gatau nya happy ending,positive
"@moviemenfes Mencuri Raden Saleh sihh, kalo gak Ratu Ilmu Hitam, kata aku itu bagus special effects nyaa",positive
"Jujur si kemarin emg sempet kontroversial krn dilan itu iqbal, skrg aku dah cinta mati sama iqbal gegara dilan… terus di mencuri raden saleh sbg piko.. emg top abangku 🫶🏻",positive
mencuri raden saleh worth to watch nggak? aku belum nonton :&lt;,positive
"@masGalsakti @danieldokter Dengan pengalaman Angga Dwimas Sasongko dengan Ben&amp;Jody dan Mencuri Raden Saleh, rasanya bakal keren kalo beliau bikin genre superhero yang karakteristiknya vigilante macam Green Arrow atau The Punisher. Gausah pake superpower dan kebutuhan vfx berlebih dulu.",negative
"@Jagoan_Kancil @luthfimadzani setuju, emg anak sekolah ya lebih suka yg edgy dan keren, contoh aja mencuri raden saleh. dan sayangnya virgo dengan embel embel buat penonton remaja sama sekali gaada edgy dan kerennya",negative
"@moviemenfes minimal filmnya kek mencuri raden saleh, boleh lah yakkk",negative
"@Erura997 @siibulet @moviemenfes Mencuri Raden Saleh emg promosinya bagus, mereka sadar punya assamble cast top dan dimanfaatin apalagi di era sosmed gini, banyak anak muda yg kecantol karna banyak yg fomo juga, tapi untungnya filmnya cukup bagus jadi pas deh",positive
"@sinemaksimal @WatchmenID Terpatok sama semestanya imho jd faktor yg bikin naskah film solonya jd kurang kuat. Action Sri Asih tbh lbh bgus dr Gundala. Saya malah kurang sreg sama dialog yg kaku dan ‘maksa’, klo di SA, Pevitanya. Mencuri Raden Saleh mnrt sy salah satu film indo yg pelafalannya enak ddnger",positive
"Serigala terakhir, The Big4, Mencuri Raden Saleh, The Gifted (west)",positive
"Just finished watching Mencuri Raden Saleh with my friend! Really a fresh movie type produksi Indonesia dan eksekusinya uapik pol, the tense pas kejar kejaran waktu mereka nyuri lukisannya 9/10😔😔😔",negative
"@moviemenfes -mencuri raden saleh (nontonnya sih karna 3 pemeran cowonya lahh ehehehe, tapi setelah diliat beuhhh se worth it ituuu)
-Nanti kita cerita tentang hari ini (kalo nontonnya bener2 diresapin pasti bakal nangis kejerr. Filmnya tu bener2 serelate itu sama kehidupan)",positive
"@Jagoan_Kancil Aku udah tau mas Alvin yang mana dan bener dia bikin poster tuh ada filosofis nya sendiri mulai dari Like &amp; Share ampe Mencuri Raden Saleh, sekarang tinggal nunggu poster Pamali win aja soalnya itu film favorit ku",positive
"@moviemenfes my idiot brother (nonton di tv beberapa kali nangis terus)
rumah dara (ini banyak adegan darah darahan)
mencuri raden saleh",negative
"@cikakohl Film favorite ku mencuri raden saleh karena film ini sunggu bagus sekali banyak trik dan strategi yg keren baged, dan mereka selalu punya cara buat keluar dr zona nyaman #HFN2023",positive
"@moviemenfes - the big 4 (action comedy. comedy nya dpt tapi jg ga ngeganggu adegan action nya)
- mencuri raden saleh (kurang tau si itu termasuk genre apa. tapi dia kaya nyusun strategi buat nyuri lukisan gt. pas nntn itu aku langsung  de javu sm film fast five. cara nyuri nya mirip)
-cont-",positive
"@moviemenfes Mencuri raden saleh, best indo film sih, ending bikin ngaga ngongo",positive
..mirip Ari Irham yang main di Mencuri Raden Saleh,positive
"HIS ERHA Bundle Gentle Acne Facial
paket perawatan wajah yg dirancang khusus membantu mengatasi masalah jerawat pada kulit
 https://t.co/4hYA69rrzL

FIFA Inisial R Kanjuruhan Palestina Israel Mencuri Raden Saleh NA JAEMIN THANK YOU
PSSI Cwts Anggota DPR #JENNIE Jawa Barat https://t.co/eLAmDawfMr",positive
"@cikakohl Mencuri Raden Saleh!!!! karena film nya berani beda sama genre-genre yg udah ada di Indonesia sebelumnya, mereka bikin gebrakan bagus dgn talent2 muda Indonesia tidak lupa hasil yg berkualitas pula🥰 i was enjoyed the film so much!! smoga banyak jg yg berani berbeda😁 #HFN2023",positive
"Miniso Parfum Wanita Green &amp; White Tea Series
https://t.co/A9myOsN6j4
FIFA Inisial R Kanjuruhan Lebay Palestina Israel Mencuri Raden Saleh NA JAEMIN THANK YOU Pil 2 LALISA CELINE GIRL Sore Indonesia
 #DOJAEJUNG_BaseNote PSSI Cwts Anggota DPR #JENNIE Jawa Barat Hary Tanoesoedibjo https://t.co/7RFn3gia8C",negative
